outcome,category_name,sub_category_name,goal,pledged,outcome
successful,"Film & Video",Webseries,1500,1926,successful
successful,Music,Music,5000,5247,successful
failed,Music,Rock,4000,517,failed
failed,"Film & Video",Documentary,5000,577,failed
successful,Photography,Photography,3000,4910,successful
failed,Technology,Robots,998000,2636,failed
successful,Art,"Mixed Media",3000,3002,successful
successful,Music,"World Music",2000,2105,successful
successful,"Film & Video",Documentary,15000,17642,successful
failed,Food,Food,15000,4213,failed
failed,Photography,Photography,6000,3505,failed
failed,Design,"Product Design",20000,616,failed
successful,Music,"Electronic Music",1000,1048,successful
failed,Theater,Experimental,1000,131,failed
successful,Food,"Food Trucks",40000,44182.2,successful
successful,"Film & Video",Documentary,12000,12031,successful
failed,Games,"Video Games",295000,25909.66,failed
failed,"Film & Video",Horror,100000,21,failed
successful,Publishing,"Children's Books",6250,8307,successful
failed,"Film & Video","Music Videos",55500,0,failed
successful,Music,"Country & Folk",5000,6970,successful
failed,"Film & Video","Film & Video",22500,2125,failed
failed,Music,Music,10000,1100,failed
successful,Publishing,"Art Books",1000,1345,successful
successful,Food,"Community Gardens",6000,6473,successful
successful,Music,Music,10000,10240,successful
successful,"Film & Video","Film & Video",50000,219188.21,successful
failed,Music,"Indie Rock",900,0,failed
failed,Technology,Flight,50000,0,failed
failed,Technology,Technology,20000,100,failed
failed,Music,"Country & Folk",4000,206,failed
failed,Comics,Comics,20000,107,failed
failed,"Film & Video",Drama,7000,30,failed
failed,"Film & Video",Documentary,85000,651,failed
successful,Publishing,Fiction,5000,5315,successful
failed,Fashion,Footwear,30000,100,failed
failed,"Film & Video",Documentary,25000,1500,failed
successful,Music,Faith,6500,7645,successful
failed,"Film & Video",Comedy,25000,0,failed
failed,"Film & Video","Film & Video",2000,0,failed
failed,Food,"Small Batch",6500,50,failed
successful,Crafts,Crafts,300,301,successful
successful,Technology,Gadgets,1500,3258,successful
successful,Music,Music,10000,10635,successful
successful,Theater,Theater,800,990,successful
failed,Publishing,Nonfiction,3000,360,failed
successful,Design,"Product Design",5000,7805,successful
successful,Publishing,Nonfiction,20000,58137.12,successful
failed,Music,Pop,5000,200,failed
failed,Design,"Product Design",32763,1852,failed
failed,Design,"Product Design",5000,591,failed
successful,Music,"Classical Music",6500,6500,successful
successful,Technology,Web,50000,51162,successful
failed,Photography,Photography,3800,155,failed
failed,Publishing,Publishing,15000,0,failed
failed,Theater,Theater,10000,5311,failed
successful,"Film & Video","Narrative Film",3000,3211,successful
failed,"Film & Video",Comedy,75000,124,failed
successful,Crafts,Crafts,800,802,successful
failed,Fashion,Fashion,7500,912,failed
failed,Publishing,Publishing,1500,85,failed
failed,"Film & Video",Webseries,2000,906,failed
failed,Art,"Public Art",3500,20,failed
failed,Design,"Product Design",100000,35,failed
successful,Theater,Theater,4600,4803,successful
failed,Music,Blues,8000,0,failed
failed,Publishing,Fiction,3000,35,failed
failed,Food,Restaurants,10000,11,failed
failed,Games,"Video Games",141000,913,failed
successful,"Film & Video","Film & Video",5000,5290,successful
successful,"Film & Video","Film & Video",18000,21776.36,successful
failed,Games,Games,2500,5,failed
failed,Publishing,Fiction,45000,266,failed
failed,Music,Music,6500,255,failed
failed,Photography,Photography,3000,302,failed
successful,Music,Jazz,10000,10243,successful
failed,"Film & Video",Documentary,60000,621,failed
successful,Design,"Product Design",1500,1523,successful
successful,Photography,Photography,2200,2236,successful
failed,Food,Food,5000,742,failed
successful,Games,"Video Games",9500,18893,successful
failed,Crafts,Candles,3500,12,failed
successful,"Film & Video",Shorts,500,587,successful
successful,Journalism,Print,500,785,successful
successful,"Film & Video",Webseries,5000,6050,successful
successful,Art,Sculpture,3000,3425,successful
failed,Music,Music,30000,1,failed
successful,Design,Design,1000,2865,successful
successful,Publishing,Nonfiction,18500,70853.29,successful
failed,Publishing,Nonfiction,1000,285,failed
successful,Design,"Product Design",4000,52660,successful
successful,Music,"Indie Rock",3000,3747,successful
failed,Fashion,Fashion,5000,0,failed
successful,Music,Jazz,3500,3905,successful
successful,"Film & Video","Film & Video",1000,1000,successful
failed,Publishing,Nonfiction,25000,0,failed
failed,"Film & Video","Film & Video",50000,25,failed
failed,Food,Restaurants,10000,0,failed
failed,"Film & Video","Film & Video",700,50,failed
failed,Publishing,"Children's Books",600,0,failed
failed,"Film & Video",Documentary,7500,2365,failed
successful,Publishing,Publishing,550,550,successful
successful,Music,Rock,3500,3562.08,successful
failed,Fashion,Fashion,6000,390,failed
successful,Publishing,"Literary Journals",50000,55059,successful
successful,Publishing,Nonfiction,4500,4542,successful
successful,Design,Design,100,420,successful
failed,Music,Hip-Hop,5000,3178.5,failed
failed,"Film & Video","Narrative Film",60000,120,failed
failed,Technology,Apps,5000,50,failed
failed,Design,"Product Design",25000,4580,failed
successful,Design,"Product Design",1500,1980,successful
successful,Photography,Photography,1600,1835,successful
successful,Comics,Comics,300,1101,successful
successful,Art,Art,101,292,successful
failed,Design,Design,105000,0,failed
successful,Design,"Product Design",30000,36982,successful
successful,"Film & Video",Shorts,7000,8145,successful
successful,Music,Rock,1000,1053,successful
failed,Publishing,Fiction,3100,165,failed
failed,Publishing,"Art Books",660,185,failed
failed,Publishing,Fiction,10000,0,failed
failed,Design,"Product Design",50000,1372,failed
failed,"Film & Video",Action,15000,1,failed
failed,"Film & Video",Documentary,2500,1075,failed
failed,Publishing,Nonfiction,3500,345,failed
failed,Publishing,"Radio & Podcasts",15000,0,failed
failed,Technology,Web,125,57,failed
failed,Art,Painting,900,35,failed
successful,Publishing,Periodicals,3333,5743,successful
successful,Design,"Product Design",7000,37403,successful
failed,Design,"Graphic Design",550,50,failed
failed,Theater,Theater,1500,5,failed
failed,"Film & Video",Shorts,6000,485,failed
successful,Theater,Musical,2000,2196,successful
failed,Music,Metal,150,60,failed
successful,Art,Illustration,500,1505,successful
failed,Games,"Video Games",15000,40,failed
failed,Publishing,Academic,20000,0,failed
successful,Games,"Video Games",120000,260235.9,successful
failed,Theater,Theater,3000,60,failed
successful,Publishing,"Radio & Podcasts",12000,14060,successful
failed,Art,Illustration,1500,486,failed
failed,Fashion,Apparel,30000,0,failed
successful,Music,Rock,1000,1130,successful
successful,Food,Events,2016,2653,successful
successful,Music,Music,7000,9485,successful
failed,"Film & Video",Comedy,12500,155,failed
failed,Theater,Theater,18000,50,failed
failed,"Film & Video",Animation,5000,0,failed
failed,Publishing,Publishing,400,0,failed
failed,Music,Music,2000,0,failed
successful,Publishing,Nonfiction,5000,5022,successful
successful,Music,"Country & Folk",10000,10096,successful
failed,Fashion,Apparel,60000,44805,failed
failed,Art,Ceramics,3000,44,failed
failed,"Film & Video",Shorts,100,20.01,failed
successful,Theater,Theater,2000,2000,successful
successful,"Film & Video",Documentary,18000,36652.1,successful
successful,Art,Installations,30000,30134,successful
failed,"Film & Video",Shorts,5000,500,failed
successful,Theater,Festivals,5500,6100,successful
failed,"Film & Video",Animation,5000,0,failed
failed,Technology,Web,25000,36,failed
successful,Photography,Photography,1200,14108,successful
failed,Games,"Tabletop Games",65000,36980.87,failed
successful,"Film & Video",Documentary,70000,92029,successful
successful,Games,"Tabletop Games",5000,23307,successful
successful,"Film & Video",Documentary,3500,4437,successful
failed,Photography,People,2000,0,failed
failed,Art,Art,30000,100,failed
failed,Publishing,Fiction,2500,10,failed
failed,Games,Games,500,0,failed
successful,"Film & Video",Shorts,1250,4572,successful
failed,Technology,"3D Printing",5000,1104,failed
failed,Music,Hip-Hop,15000,51,failed
successful,Food,Events,4750,5079,successful
successful,Art,"Public Art",3320,4285,successful
failed,Dance,Performances,5000,200,failed
successful,Theater,Theater,300,351,successful
successful,Food,Food,15000,19112,successful
successful,Fashion,Fashion,6500,6600,successful
failed,Music,Pop,12000,1,failed
failed,Music,Hip-Hop,5050,5,failed
failed,Publishing,Fiction,9500,0,failed
successful,Art,"Conceptual Art",8000,8036.67,successful
failed,Fashion,Fashion,4350,1142,failed
successful,"Film & Video","Music Videos",100,100,successful
failed,"Film & Video",Comedy,20000,110,failed
successful,Dance,Performances,25000,25006,successful
failed,Publishing,Publishing,12000,81,failed
failed,Music,Music,2300,66,failed
successful,Music,Hip-Hop,1575,1830,successful
successful,Games,"Tabletop Games",500,1181,successful
failed,Music,Music,1600,391,failed
failed,Comics,Anthologies,60000,46885,failed
failed,Technology,Hardware,10000000,0,failed
successful,Fashion,Fashion,25000,28170,successful
successful,Comics,"Comic Books",264,450,successful
successful,Music,"Indie Rock",6000,7045,successful
failed,Theater,Musical,2500,25,failed
failed,Photography,Animals,2000,845,failed
failed,Food,Food,5000,1810,failed
failed,Games,"Video Games",25000,152,failed
successful,Photography,Photography,20000,21421.23,successful
failed,"Film & Video",Shorts,29024,2345,failed
successful,Music,Jazz,1500,2314,successful
failed,"Film & Video",Shorts,6500,900,failed
failed,Theater,Theater,1000,148,failed
failed,"Film & Video","Film & Video",2500,220,failed
failed,Design,"Product Design",35000,8612,failed
failed,Technology,Technology,45000,448,failed
successful,Publishing,Nonfiction,5000,5415.08,successful
successful,Music,"Indie Rock",2000,3453.69,successful
failed,Food,"Community Gardens",10000,50,failed
failed,Food,Food,6000,725,failed
failed,Publishing,Nonfiction,1500,50,failed
successful,Technology,Gadgets,25000,30555,successful
failed,Publishing,Nonfiction,5000,560,failed
failed,Food,Drinks,2500,605,failed
failed,Crafts,DIY,2500,0,failed
failed,Comics,Comics,26500,6096,failed
successful,"Film & Video","Film & Video",19482,19589.05,successful
failed,Fashion,Fashion,1800,20,failed
failed,Music,Punk,1500,5,failed
successful,Music,"Indie Rock",700,901.66,successful
successful,Design,"Product Design",4000,5001.11,successful
successful,Music,"Country & Folk",5000,5904,successful
failed,Technology,Hardware,65000,1790,failed
failed,Fashion,Fashion,10000,0,failed
successful,Games,"Tabletop Games",12000,16179,successful
successful,Music,"Classical Music",10000,10565,successful
failed,"Film & Video","Film & Video",25000,0,failed
failed,Games,"Live Games",500,0,failed
failed,Food,"Small Batch",100,7,failed
failed,"Film & Video",Horror,1400,26,failed
successful,Music,"Country & Folk",12500,13951,successful
failed,Food,Food,30000,800,failed
failed,Art,Painting,17250,116,failed
successful,Music,Pop,2500,2810,successful
failed,"Film & Video","Narrative Film",2500,271,failed
failed,Art,"Performance Art",3000,0,failed
failed,Art,Art,1000,5,failed
successful,Music,"Indie Rock",2950,3164,successful
successful,Publishing,Fiction,70000,72360.23,successful
successful,Music,Music,7000,8050,successful
failed,Publishing,Nonfiction,500,100,failed
failed,"Film & Video",Webseries,5000,294,failed
failed,Technology,Web,1000,0,failed
failed,Technology,Apps,85000,0,failed
successful,Photography,Photography,12000,12435,successful
failed,Theater,Theater,3500,0,failed
successful,Design,"Product Design",20000,331938.54,successful
failed,"Film & Video","Narrative Film",500000,0,failed
failed,Music,"Electronic Music",1000,10,failed
failed,Publishing,"Children's Books",2000,0,failed
failed,Crafts,DIY,6000,0,failed
failed,Publishing,Fiction,600,61,failed
successful,Food,"Small Batch",1,75,successful
successful,Games,Games,10000,10176,successful
failed,Games,"Tabletop Games",38000,1,failed
failed,Music,"Country & Folk",15000,2013,failed
failed,"Film & Video",Webseries,5000,20,failed
failed,Food,Drinks,25000,5943,failed
successful,Music,Music,250,250,successful
successful,Publishing,"Art Books",15000,46266.2,successful
successful,Art,"Digital Art",8800,10610,successful
successful,"Film & Video",Documentary,50000,51544,successful
successful,"Film & Video",Documentary,40000,42751,successful
failed,Art,Art,4000,819,failed
failed,Fashion,Fashion,2500,755,failed
failed,Technology,Apps,10000,256,failed
failed,Crafts,Crafts,10000,0,failed
successful,Publishing,Nonfiction,800,1135.02,successful
successful,"Film & Video",Documentary,30000,30608.59,successful
failed,Music,"Country & Folk",50000,1835,failed
failed,Publishing,Fiction,12500,100,failed
failed,Art,Illustration,1500,324,failed
successful,Art,"Public Art",870,1034,successful
successful,Music,Music,20000,22902.11,successful
failed,Games,"Video Games",15000,530,failed
failed,Food,Food,24000,346,failed
failed,"Film & Video","Film & Video",50000,14222,failed
failed,Games,"Video Games",320000,922,failed
failed,Publishing,Fiction,25000,533,failed
failed,Music,"Indie Rock",1500,70,failed
failed,Publishing,Fiction,5000,50,failed
failed,"Film & Video",Shorts,1000,0,failed
successful,Crafts,Crafts,3000,3644,successful
successful,Crafts,Woodworking,500,995,successful
successful,"Film & Video",Documentary,2000,2180,successful
successful,Design,"Graphic Design",20000,23517.8,successful
failed,Photography,Photography,1000,0,failed
failed,"Film & Video",Documentary,200000,0,failed
successful,Art,"Public Art",8000,8059,successful
failed,Theater,Theater,3000,0,failed
successful,Music,Music,300,673.01,successful
failed,"Film & Video",Documentary,14000,0,failed
failed,"Film & Video","Film & Video",15000,1,failed
failed,Publishing,"Young Adult",2000,1,failed
failed,Technology,Software,250000,30,failed
failed,"Film & Video",Shorts,4000,26,failed
failed,Crafts,DIY,125,11,failed
successful,Design,"Product Design",40000,52406,successful
failed,Technology,Technology,25000,633,failed
successful,Comics,"Comic Books",3000,3881,successful
